,0
179445,CC-BFS
179450,CC-BFV
179452,CC-BJF
179453,CC-CPL
179455,CC-BCD
179456,CC-BLE
179457,CC-BFH
179458,CC-BHD
179461,CC-CPO
179464,CC-BFN
179465,CC-CYJ
179468,CC-BFO
179471,CC-CPI
179475,CC-BFL
179543,TC-JNJ
181749,4X-ERA
182007,N26156
182021,N401SX
182032,N514NC
182037,N3292M
182044,N290CA
182055,N160PB
182077,N524CA
182084,N2651S
182196,UK78703
182213,UK78705
182221,UK78701
182227,UK78704
182289,N913CK
182304,N357CK
182321,N73CK
182327,N325NW
182361,N295CK
182530,HZ-AK42
182554,N351AF
182575,N531AF
182576,N918AF
182581,N835AF
182601,N894AF
182613,N243AF
182616,N653AF
182884,OE-IFK
182886,OE-IFM
182888,OE-IFD
182893,OE-ILC
182896,OE-IFB
183019,XA-LRC
183023,XA-GGL
183031,XA-EFR
183041,XA-UYR
